Origin,Mode of Transport,Distance,Travel Time,Age Group,Weather,Peak/NoPeak,Day,Carpooling,Age,Eco_Consciousness,Total Congestion,Total Travel Time,Total Costs,Total Emissions
Birmingham,Petrol Car,107.3,1.9,45-54,Sunny,Peak,Weekday,4,50,5,1.8,3.42,68.325,14378.2
London,Petrol Car,101.9,1.4,35-44,Rain,Peak,Weekday,4,40,6,2.34,3.276,65.895,13654.6
London,Petrol Car,107.6,1.3,35-44,Cloudy,No Peak,Weekday,4,40,6,1.32,1.716,68.46,14418.4
London,Petrol Car,128,1.6,18-24,Rain,No Peak,Weekend,4,21,8,1.79,2.864,77.64,17152
Birmingham,Petrol Car,83,1.7,55-64,Cloudy,No Peak,Weekday,4,60,4,1.32,2.244,57.39,11122
Bristol,Petrol Car,79.1,1.8,55-64,Sunny,Peak,Weekend,4,60,4,2.07,3.726,55.635,10599.4
Newcastle,Petrol Car,121.2,1.9,25-34,Cloudy,No Peak,Weekday,4,30,7,1.32,2.508,74.58,16240.8
Bristol,Petrol Car,115,1.7,55-64,Cloudy,Peak,Weekday,4,60,4,1.98,3.366,71.79,15410
Liverpool,Petrol Car,105.7,1.2,55-64,Sunny,Peak,Weekday,4,60,4,1.8,2.16,67.605,14163.8
Liverpool,Petrol Car,95.7,1.5,55-64,Sunny,Peak,Weekday,4,60,4,1.8,2.7,63.105,12823.8
Liverpool,Petrol Car,192.6,1.6,55-64,Sunny,Peak,Weekend,4,60,4,2.07,3.312,106.71,25808.4
London,Petrol Car,94.6,1.3,25-34,Rain,Peak,Weekday,4,30,7,2.34,3.042,62.61,12676.4
London,Petrol Car,97.3,1.5,35-44,Rain,Peak,Weekend,4,40,6,2.69,4.035,63.825,13038.2
Liverpool,Petrol Car,120.6,1.3,18-24,Cloudy,No Peak,Weekday,4,21,8,1.32,1.716,74.31,16160.4
Bristol,Petrol Car,62.8,1.8,65+,Rain,Peak,Weekday,4,68,4,2.34,4.212,48.3,8415.2
Liverpool,Petrol Car,107.4,1.8,18-24,Rain,No Peak,Weekday,4,21,8,1.56,2.808,68.37,14391.6
Newcastle,Petrol Car,81.3,1.2,18-24,Rain,No Peak,Weekday,4,21,8,1.56,1.872,56.625,10894.2
Newcastle,Petrol Car,150.3,1.2,18-24,Rain,No Peak,Weekend,4,21,8,1.79,2.148,87.675,20140.2
Manchester,Petrol Car,152.6,1.7,25-34,Cloudy,No Peak,Weekend,4,30,7,1.52,2.584,88.71,20448.4
Bristol,Petrol Car,103,1.5,55-64,Rain,No Peak,Weekday,4,60,4,1.56,2.34,66.39,13802
Newcastle,Petrol Car,105.6,1.9,18-24,Rain,Peak,Weekend,4,21,8,2.69,5.111,67.56,14150.4
Newcastle,Petrol Car,74.5,1.4,35-44,Cloudy,No Peak,Weekday,4,40,6,1.32,1.848,53.565,9983
Birmingham,Petrol Car,99.5,1.4,18-24,Cloudy,No Peak,Weekend,4,21,8,1.52,2.128,64.815,13333
Birmingham,Petrol Car,86.5,1.2,18-24,Sunny,No Peak,Weekday,4,21,8,1.2,1.44,58.965,11591
Manchester,Petrol Car,81.7,1.3,18-24,Cloudy,No Peak,Weekday,4,21,8,1.32,1.716,56.805,10947.8
Bristol,Petrol Car,76.5,1.5,55-64,Rain,Peak,Weekday,4,60,4,2.34,3.51,54.465,10251
Bristol,Petrol Car,95.7,1.2,25-34,Sunny,Peak,Weekday,4,30,7,1.8,2.16,63.105,12823.8
Liverpool,Petrol Car,75.9,1.9,18-24,Rain,No Peak,Weekend,4,21,8,1.79,3.401,54.195,10170.6
Newcastle,Petrol Car,146.6,1.8,55-64,Sunny,Peak,Weekend,4,60,4,2.07,3.726,86.01,19644.4
Liverpool,Petrol Car,117.7,1.7,18-24,Rain,No Peak,Weekend,4,21,8,1.79,3.043,73.005,15771.8
Manchester,Petrol Car,135.2,1.4,18-24,Cloudy,Peak,Weekend,4,21,8,2.28,3.192,80.88,18116.8
Liverpool,Petrol Car,124.7,2,25-34,Rain,Peak,Weekday,4,30,7,2.34,4.68,76.155,16709.8
London,Petrol Car,71.1,1.6,25-34,Rain,Peak,Weekday,2,30,7,2.14,3.424,52.035,9527.4
Liverpool,Petrol Car,71.9,1.6,25-34,Rain,Peak,Weekend,2,30,7,2.47,3.952,52.395,9634.6
Newcastle,Petrol Car,133,1,55-64,Rain,Peak,Weekday,2,60,4,2.14,2.14,79.89,17822
Manchester,Petrol Car,167.3,1.4,35-44,Rain,Peak,Weekday,2,40,6,2.14,2.996,95.325,22418.2
Newcastle,Petrol Car,68,1.1,45-54,Sunny,No Peak,Weekend,2,50,5,1.26,1.386,50.64,9112
Liverpool,Petrol Car,26.2,1.3,35-44,Sunny,Peak,Weekend,2,40,6,1.9,2.47,31.83,3510.8
Birmingham,Petrol Car,81.3,1.3,18-24,Sunny,No Peak,Weekday,2,21,8,1.1,1.43,56.625,10894.2
Birmingham,Petrol Car,81.2,1,35-44,Cloudy,Peak,Weekday,2,40,6,1.82,1.82,56.58,10880.8
London,Petrol Car,119.9,1.7,45-54,Cloudy,Peak,Weekday,2,50,5,1.82,3.094,73.995,16066.6
Birmingham,Petrol Car,58.7,1.5,25-34,Rain,No Peak,Weekday,2,30,7,1.43,2.145,46.455,7865.8
Liverpool,Petrol Car,138.9,1.9,18-24,Rain,No Peak,Weekend,2,21,8,1.64,3.116,82.545,18612.6
Liverpool,Petrol Car,48.3,1.2,18-24,Cloudy,No Peak,Weekday,2,21,8,1.21,1.452,41.775,6472.2
Birmingham,Petrol Car,119.4,1.5,18-24,Rain,Peak,Weekend,2,21,8,2.47,3.705,73.77,15999.6
Liverpool,Petrol Car,53.9,1.7,25-34,Rain,Peak,Weekend,2,30,7,2.47,4.199,44.295,7222.6
Birmingham,Petrol Car,103,1.2,25-34,Rain,Peak,Weekend,2,30,7,2.47,2.964,66.39,13802
Birmingham,Petrol Car,91.3,1.7,18-24,Rain,No Peak,Weekend,2,21,8,1.64,2.788,61.125,12234.2
London,Petrol Car,60.6,1.6,18-24,Rain,Peak,Weekday,2,21,8,2.14,3.424,47.31,8120.4
Bristol,Petrol Car,101.2,1.4,45-54,Cloudy,No Peak,Weekday,2,50,5,1.21,1.694,65.58,13560.8
Newcastle,Petrol Car,128.6,1.2,25-34,Rain,Peak,Weekday,2,30,7,2.14,2.568,77.91,17232.4
London,Petrol Car,96.2,1.8,55-64,Cloudy,Peak,Weekday,2,60,4,1.82,3.276,63.33,12890.8
Newcastle,Petrol Car,84.5,1.9,18-24,Rain,Peak,Weekend,2,21,8,2.47,4.693,58.065,11323
Bristol,Petrol Car,138.8,1.6,18-24,Cloudy,No Peak,Weekday,2,21,8,1.21,1.936,82.5,18599.2
Birmingham,Petrol Car,98.1,1.5,35-44,Rain,Peak,Weekend,2,40,6,2.47,3.705,64.185,13145.4
Newcastle,Petrol Car,76.8,1.1,18-24,Sunny,Peak,Weekday,2,21,8,1.65,1.815,54.6,10291.2
Manchester,Petrol Car,93.2,1.5,35-44,Rain,No Peak,Weekday,2,40,6,1.43,2.145,61.98,12488.8
London,Petrol Car,101.4,2.3,35-44,Sunny,No Peak,Weekend,2,40,6,1.26,2.898,65.67,13587.6
London,Petrol Car,122.3,1.9,18-24,Cloudy,Peak,Weekend,2,21,8,2.09,3.971,75.075,16388.2
Newcastle,Petrol Car,19.2,1.9,35-44,Cloudy,Peak,Weekday,2,40,6,1.82,3.458,28.68,2572.8
Birmingham,Petrol Car,104.2,1,18-24,Rain,Peak,Weekday,2,21,8,2.14,2.14,66.93,13962.8
Liverpool,Petrol Car,109.3,1.2,45-54,Rain,Peak,Weekday,2,50,5,2.14,2.568,69.225,14646.2
Manchester,Petrol Car,115.6,1.4,55-64,Sunny,Peak,Weekday,2,60,4,1.65,2.31,72.06,15490.4
Birmingham,Petrol Car,123.4,1.9,18-24,Cloudy,Peak,Weekday,2,21,8,1.82,3.458,75.57,16535.6
Birmingham,Petrol Car,110.8,1.2,18-24,Cloudy,No Peak,Weekday,2,21,8,1.21,1.452,69.9,14847.2
Birmingham,Petrol Car,93.3,1.3,18-24,Cloudy,No Peak,Weekend,2,21,8,1.39,1.807,62.025,12502.2
Liverpool,Petrol Car,112.3,1.4,45-54,Cloudy,Peak,Weekend,2,50,5,2.09,2.926,70.575,15048.2
Birmingham,Petrol Car,122.2,1.3,55-64,Cloudy,Peak,Weekday,2,60,4,1.82,2.366,75.03,16374.8
Liverpool,Petrol Car,80.3,2,55-64,Sunny,No Peak,Weekday,2,60,4,1.1,2.2,56.175,10760.2
Manchester,Petrol Car,76.2,1.7,55-64,Rain,Peak,Weekday,2,60,4,2.14,3.638,54.33,10210.8
London,Petrol Car,150.9,1.5,18-24,Cloudy,Peak,Weekend,2,21,8,2.09,3.135,87.945,20220.6
Newcastle,Petrol Car,56.1,1.4,18-24,Cloudy,Peak,Weekday,2,21,8,1.82,2.548,45.285,7517.4
Newcastle,Petrol Car,84.4,1.1,25-34,Rain,Peak,Weekday,2,30,7,2.14,2.354,58.02,11309.6
Liverpool,Petrol Car,144,1,25-34,Sunny,Peak,Weekday,2,30,7,1.65,1.65,84.84,19296
Birmingham,Petrol Car,159.1,1.9,25-34,Rain,Peak,Weekday,2,30,7,2.14,4.066,91.635,21319.4
Manchester,Petrol Car,136.3,1,45-54,Cloudy,Peak,Weekday,2,50,5,1.82,1.82,81.375,18264.2
London,Petrol Car,74.2,1.9,18-24,Sunny,Peak,Weekday,2,21,8,1.65,3.135,53.43,9942.8
Manchester,Petrol Car,75.9,1.6,35-44,Sunny,Peak,Weekend,2,40,6,1.9,3.04,54.195,10170.6
Liverpool,Petrol Car,137.8,1.3,25-34,Rain,No Peak,Weekend,2,30,7,1.64,2.132,82.05,18465.2
Newcastle,Petrol Car,134.3,1.4,35-44,Cloudy,No Peak,Weekend,2,40,6,1.39,1.946,80.475,17996.2
Bristol,Petrol Car,140.1,1.4,35-44,Rain,No Peak,Weekday,2,40,6,1.43,2.002,83.085,18773.4
London,Petrol Car,130.7,1.4,55-64,Cloudy,Peak,Weekday,2,60,4,1.82,2.548,78.855,17513.8
Newcastle,Petrol Car,72,1.4,35-44,Sunny,No Peak,Weekend,2,40,6,1.26,1.764,52.44,9648
Liverpool,Petrol Car,54.7,1.4,65+,Rain,Peak,Weekday,2,68,4,2.14,2.996,44.655,7329.8
Manchester,Petrol Car,87.7,1.3,25-34,Sunny,No Peak,Weekday,2,30,7,1.1,1.43,59.505,11751.8
Liverpool,Petrol Car,49.6,1.3,18-24,Cloudy,Peak,Weekday,2,21,8,1.82,2.366,42.36,6646.4
Manchester,Petrol Car,109.2,1.5,25-34,Cloudy,No Peak,Weekday,2,30,7,1.21,1.815,69.18,14632.8
London,Petrol Car,82.1,1.1,18-24,Rain,Peak,Weekday,2,21,8,2.14,2.354,56.985,11001.4
Birmingham,Petrol Car,77.9,1,45-54,Cloudy,No Peak,Weekday,2,50,5,1.21,1.21,55.095,10438.6
Bristol,Petrol Car,156.7,1.6,18-24,Rain,No Peak,Weekend,2,21,8,1.64,2.624,90.555,20997.8
Bristol,Petrol Car,118.7,1.6,25-34,Rain,No Peak,Weekday,2,30,7,1.43,2.288,73.455,15905.8
London,Petrol Car,96,1.3,25-34,Rain,Peak,Weekday,2,30,7,2.14,2.782,63.24,12864
Bristol,Petrol Car,99,1.5,45-54,Cloudy,Peak,Weekend,2,50,5,2.09,3.135,64.59,13266
Newcastle,Petrol Car,95,1.9,25-34,Cloudy,Peak,Weekend,2,30,7,2.09,3.971,62.79,12730
Bristol,Petrol Car,36.4,1,25-34,Rain,Peak,Weekend,2,30,7,2.47,2.47,36.42,4877.6
Manchester,Petrol Car,67.5,1.5,35-44,Cloudy,Peak,Weekday,2,40,6,1.82,2.73,50.415,9045
Liverpool,Petrol Car,110.1,1.7,35-44,Cloudy,Peak,Weekday,2,40,6,1.82,3.094,69.585,14753.4
Newcastle,Petrol Car,128.6,1.1,35-44,Rain,Peak,Weekend,2,40,6,2.47,2.717,77.91,17232.4
Liverpool,Petrol Car,105.3,1.5,35-44,Cloudy,No Peak,Weekend,2,40,6,1.39,2.085,67.425,14110.2
Manchester,Petrol Car,81.3,1.5,45-54,Rain,No Peak,Weekend,2,50,5,1.64,2.46,56.625,10894.2
Liverpool,Petrol Car,109.3,1.3,18-24,Rain,No Peak,Weekend,2,21,8,1.64,2.132,69.225,14646.2
Bristol,Petrol Car,102.4,1.4,35-44,Rain,Peak,Weekend,2,40,6,2.47,3.458,66.12,13721.6
Newcastle,Petrol Car,117.9,1.5,18-24,Cloudy,No Peak,Weekend,2,21,8,1.39,2.085,73.095,15798.6
Bristol,Petrol Car,103.9,1.9,25-34,Rain,Peak,Weekday,2,30,7,2.14,4.066,66.795,13922.6
Bristol,Petrol Car,120.2,1.3,25-34,Sunny,Peak,Weekend,2,30,7,1.9,2.47,74.13,16106.8
Birmingham,Petrol Car,98.2,1.6,25-34,Cloudy,Peak,Weekend,2,30,7,2.09,3.344,64.23,13158.8
London,Petrol Car,125,1.5,18-24,Rain,No Peak,Weekend,2,21,8,1.64,2.46,76.29,16750
Manchester,Petrol Car,123.2,2,35-44,Cloudy,No Peak,Weekend,2,40,6,1.39,2.78,75.48,16508.8
London,Petrol Car,113.1,1.6,55-64,Rain,No Peak,Weekend,2,60,4,1.64,2.624,70.935,15155.4
London,Petrol Car,116.3,1,18-24,Rain,Peak,Weekday,2,21,8,2.14,2.14,72.375,15584.2
London,Petrol Car,119.5,1.7,65+,Sunny,No Peak,Weekday,2,68,4,1.1,1.87,73.815,16013
Manchester,Petrol Car,62.7,1.5,18-24,Rain,Peak,Weekend,2,21,8,2.47,3.705,48.255,8401.8
London,Electric Car,99.4,1.5,25-34,Sunny,Peak,Weekend,4,30,7,2.07,3.105,9.006,4373.6
Manchester,Electric Car,135.1,1.3,35-44,Rain,Peak,Weekday,3,40,6,2.24,2.912,12.219,5944.4
London,Electric Car,129.2,1.8,25-34,Rain,Peak,Weekday,3,30,7,2.24,4.032,11.688,5684.8
Newcastle,Electric Car,108.5,1.9,18-24,Cloudy,No Peak,Weekday,3,21,8,1.26,2.394,9.825,4774
London,Electric Car,26.2,1.3,35-44,Sunny,Peak,Weekend,3,40,6,1.98,2.574,2.418,1152.8
Manchester,Electric Car,114.1,1.5,18-24,Sunny,No Peak,Weekend,3,21,8,1.32,1.98,10.329,5020.4
Bristol,Electric Car,86.9,2,35-44,Cloudy,Peak,Weekday,3,40,6,1.9,3.8,7.881,3823.6
Bristol,Electric Car,96.8,1.7,25-34,Cloudy,Peak,Weekday,4,30,7,1.98,3.366,8.772,4259.2
Bristol,Electric Car,77.7,1.3,18-24,Cloudy,Peak,Weekday,3,21,8,1.9,2.47,7.053,3418.8
Bristol,Electric Car,131.3,2.1,25-34,Cloudy,Peak,Weekday,4,30,7,1.98,4.158,11.877,5777.2
Liverpool,Electric Car,114.8,1.9,45-54,Cloudy,Peak,Weekend,4,50,5,2.28,4.332,10.392,5051.2
Bristol,Electric Car,158.2,1.5,45-54,Rain,Peak,Weekday,3,50,5,2.24,3.36,14.298,6960.8
Manchester,Electric Car,103.5,1.3,25-34,Sunny,No Peak,Weekend,4,30,7,1.38,1.794,9.375,4554
Newcastle,Electric Car,130.6,2.1,18-24,Sunny,No Peak,Weekend,4,21,8,1.38,2.898,11.814,5746.4
Birmingham,Electric Car,103.6,1.1,18-24,Rain,No Peak,Weekend,3,21,8,1.72,1.892,9.384,4558.4
London,Electric Car,103.1,1.3,25-34,Rain,No Peak,Weekday,4,30,7,1.56,2.028,9.339,4536.4
London,Electric Car,87.8,1.7,45-54,Cloudy,No Peak,Weekend,3,50,5,1.45,2.465,7.962,3863.2
London,Electric Car,136.8,1.7,18-24,Rain,No Peak,Weekend,3,21,8,1.72,2.924,12.372,6019.2
London,Electric Car,80.1,1.3,18-24,Rain,Peak,Weekday,4,21,8,2.34,3.042,7.269,3524.4
Manchester,Electric Car,105.2,1.3,55-64,Rain,Peak,Weekday,4,60,4,2.34,3.042,9.528,4628.8
Birmingham,Electric Car,127.9,1.5,25-34,Rain,Peak,Weekend,4,30,7,2.69,4.035,11.571,5627.6
Bristol,Electric Car,105.7,0.8,18-24,Cloudy,Peak,Weekend,3,21,8,2.18,1.744,9.573,4650.8
Bristol,Electric Car,142.8,1.1,35-44,Rain,No Peak,Weekday,4,40,6,1.56,1.716,12.912,6283.2
Birmingham,Electric Car,104.8,1.5,25-34,Rain,No Peak,Weekend,4,30,7,1.79,2.685,9.492,4611.2
Newcastle,Electric Car,48.2,1.6,18-24,Rain,Peak,Weekday,2,21,8,2.14,3.424,4.398,2120.8
Manchester,Electric Car,49.6,1.3,18-24,Cloudy,Peak,Weekend,2,21,8,2.09,2.717,4.524,2182.4
Liverpool,Electric Car,88.4,1.8,35-44,Rain,No Peak,Weekend,2,40,6,1.64,2.952,8.016,3889.6
Bristol,Electric Car,113.6,1.1,35-44,Cloudy,Peak,Weekday,2,40,6,1.82,2.002,10.284,4998.4
Manchester,Electric Car,126.8,1.3,65+,Rain,Peak,Weekend,2,68,4,2.47,3.211,11.472,5579.2
Newcastle,Electric Car,106,0.9,45-54,Rain,Peak,Weekend,2,50,5,2.47,2.223,9.6,4664
London,Electric Car,66.9,1.7,35-44,Sunny,Peak,Weekday,2,40,6,1.65,2.805,6.081,2943.6
Bristol,Electric Car,65.8,1.6,18-24,Cloudy,No Peak,Weekend,2,21,8,1.39,2.224,5.982,2895.2
Birmingham,Electric Car,115.7,1.6,18-24,Cloudy,Peak,Weekday,2,21,8,1.82,2.912,10.473,5090.8
Bristol,Electric Car,89,2.2,55-64,Cloudy,No Peak,Weekday,2,60,4,1.21,2.662,8.07,3916
Birmingham,Electric Car,75.1,1.6,18-24,Rain,No Peak,Weekday,2,21,8,1.43,2.288,6.819,3304.4
Newcastle,Electric Car,106,1.5,35-44,Sunny,No Peak,Weekday,2,40,6,1.1,1.65,9.6,4664
London,Electric Car,60.9,1.1,18-24,Sunny,No Peak,Weekday,2,21,8,1.1,1.21,5.541,2679.6
Liverpool,Electric Car,120.2,1.9,18-24,Cloudy,No Peak,Weekday,2,21,8,1.21,2.299,10.878,5288.8
Manchester,Electric Car,67.7,1.7,18-24,Rain,Peak,Weekday,2,21,8,2.14,3.638,6.153,2978.8
Birmingham,Electric Car,138.1,1,55-64,Sunny,Peak,Weekend,2,60,4,1.9,1.9,12.489,6076.4
Newcastle,Electric Car,126.3,1.3,18-24,Rain,Peak,Weekday,2,21,8,2.14,2.782,11.427,5557.2
Manchester,Electric Car,151.3,1.5,18-24,Sunny,Peak,Weekend,2,21,8,1.9,2.85,13.677,6657.2
Manchester,Electric Car,134,1.6,25-34,Rain,No Peak,Weekday,2,30,7,1.43,2.288,12.12,5896
Manchester,Electric Car,62.1,1.3,25-34,Rain,No Peak,Weekend,2,30,7,1.64,2.132,5.649,2732.4
Birmingham,Electric Car,124.3,1.7,35-44,Sunny,Peak,Weekend,2,40,6,1.9,3.23,11.247,5469.2
Birmingham,Electric Car,69.2,1.9,45-54,Sunny,Peak,Weekend,2,50,5,1.9,3.61,6.288,3044.8
Manchester,Electric Car,92.3,1.8,35-44,Rain,No Peak,Weekday,2,40,6,1.43,2.574,8.367,4061.2
Liverpool,Electric Car,68.7,1.9,25-34,Rain,Peak,Weekday,2,30,7,2.14,4.066,6.243,3022.8
Birmingham,Electric Car,45.3,1.4,25-34,Rain,No Peak,Weekend,2,30,7,1.64,2.296,4.137,1993.2
London,Electric Car,45.1,2,35-44,Rain,Peak,Weekday,2,40,6,2.14,4.28,4.119,1984.4
Newcastle,Electric Car,101.7,1.1,35-44,Rain,No Peak,Weekday,2,40,6,1.43,1.573,9.213,4474.8
Birmingham,Electric Car,84.9,1.4,35-44,Rain,Peak,Weekday,2,40,6,2.14,2.996,7.701,3735.6
Birmingham,Electric Car,87.3,1.2,35-44,Rain,No Peak,Weekday,2,40,6,1.43,1.716,7.917,3841.2
Birmingham,Electric Car,61.7,1.7,25-34,Cloudy,Peak,Weekend,2,30,7,2.09,3.553,5.613,2714.8
Liverpool,Electric Car,110.5,1.6,35-44,Sunny,No Peak,Weekend,2,40,6,1.26,2.016,10.005,4862
London,Electric Car,77.5,1.1,25-34,Rain,No Peak,Weekend,2,30,7,1.64,1.804,7.035,3410
London,Electric Car,79.3,1.4,25-34,Cloudy,No Peak,Weekday,2,30,7,1.21,1.694,7.197,3489.2
London,Electric Car,68.2,1.6,35-44,Cloudy,No Peak,Weekend,2,40,6,1.39,2.224,6.198,3000.8
Birmingham,Electric Car,40.1,2.2,18-24,Cloudy,Peak,Weekday,2,21,8,1.82,4.004,3.669,1764.4
Birmingham,Electric Car,106.4,2.1,35-44,Cloudy,No Peak,Weekend,2,40,6,1.39,2.919,9.636,4681.6
Bristol,Electric Car,139.3,1.5,25-34,Cloudy,Peak,Weekend,2,30,7,2.09,3.135,12.597,6129.2
Bristol,Electric Car,72.5,1.4,45-54,Rain,Peak,Weekend,2,50,5,2.47,3.458,6.585,3190
Bristol,Electric Car,119.4,1.7,35-44,Sunny,Peak,Weekday,2,40,6,1.65,2.805,10.806,5253.6
London,Electric Car,95.5,1.4,45-54,Cloudy,No Peak,Weekend,2,50,5,1.39,1.946,8.655,4202
Birmingham,Electric Car,60.6,2.2,35-44,Rain,No Peak,Weekday,2,40,6,1.43,3.146,5.514,2666.4
Birmingham,Electric Car,119.3,1.7,18-24,Rain,No Peak,Weekend,2,21,8,1.64,2.788,10.797,5249.2
Bristol,Electric Car,110.7,1.6,55-64,Cloudy,No Peak,Weekend,2,60,4,1.39,2.224,10.023,4870.8
Bristol,Electric Car,107.8,1.6,18-24,Rain,No Peak,Weekend,2,21,8,1.64,2.624,9.762,4743.2
Manchester,Electric Car,60.9,1.3,18-24,Rain,Peak,Weekday,2,21,8,2.14,2.782,5.541,2679.6
Bristol,Electric Car,41.6,1.1,25-34,Cloudy,Peak,Weekday,2,30,7,1.82,2.002,3.804,1830.4
London,Electric Car,108.8,1.3,45-54,Sunny,No Peak,Weekday,2,50,5,1.1,1.43,9.852,4787.2
London,Electric Car,116.2,1.3,45-54,Sunny,Peak,Weekend,2,50,5,1.9,2.47,10.518,5112.8
Newcastle,Electric Car,105.8,1.9,65+,Rain,No Peak,Weekend,2,68,4,1.64,3.116,9.582,4655.2
Liverpool,Electric Car,127.8,1.5,18-24,Rain,Peak,Weekday,2,21,8,2.14,3.21,11.562,5623.2
Bristol,Electric Car,76.2,1.3,25-34,Sunny,No Peak,Weekend,2,30,7,1.26,1.638,6.918,3352.8
Bristol,Electric Car,150.1,1.4,35-44,Rain,Peak,Weekday,2,40,6,2.14,2.996,13.569,6604.4
Liverpool,Electric Car,121.7,1.9,18-24,Cloudy,No Peak,Weekday,2,21,8,1.21,2.299,11.013,5354.8
Manchester,Electric Car,89.4,1.7,18-24,Cloudy,Peak,Weekend,2,21,8,2.09,3.553,8.106,3933.6
London,Electric Car,114.4,1.6,35-44,Rain,Peak,Weekday,2,40,6,2.14,3.424,10.356,5033.6
Bristol,Electric Car,127.5,1.6,18-24,Sunny,No Peak,Weekday,2,21,8,1.1,1.76,11.535,5610
Manchester,Electric Car,123.4,1.5,25-34,Cloudy,Peak,Weekday,2,30,7,1.82,2.73,11.166,5429.6
Manchester,Electric Car,113.5,1.3,25-34,Rain,Peak,Weekday,2,30,7,2.14,2.782,10.275,4994
Bristol,Electric Car,84.9,1.2,18-24,Rain,Peak,Weekday,2,21,8,2.14,2.568,7.701,3735.6
Bristol,Electric Car,94.1,1.6,35-44,Rain,Peak,Weekday,2,40,6,2.14,3.424,8.529,4140.4
Liverpool,Electric Car,62.5,1.1,25-34,Sunny,Peak,Weekday,2,30,7,1.65,1.815,5.685,2750
Birmingham,Electric Car,119.8,1.3,25-34,Rain,No Peak,Weekend,2,30,7,1.64,2.132,10.842,5271.2
Birmingham,Electric Car,37.1,1.4,25-34,Rain,No Peak,Weekend,2,30,7,1.64,2.296,3.399,1632.4
Liverpool,Electric Car,79.6,1.2,55-64,Sunny,No Peak,Weekend,2,60,4,1.26,1.512,7.224,3502.4
London,Electric Car,140,1.3,35-44,Rain,Peak,Weekday,2,40,6,2.14,2.782,12.66,6160
Birmingham,Electric Car,47.2,2.1,55-64,Cloudy,Peak,Weekday,2,60,4,1.82,3.822,4.308,2076.8
Liverpool,Electric Car,105,1.7,25-34,Sunny,Peak,Weekday,2,30,7,1.65,2.805,9.51,4620
Manchester,Electric Car,70.4,1.8,25-34,Rain,Peak,Weekday,2,30,7,2.14,3.852,6.396,3097.6
Birmingham,Electric Car,122.5,1.1,25-34,Rain,Peak,Weekend,2,30,7,2.47,2.717,11.085,5390
Liverpool,Electric Car,147.6,1.1,35-44,Rain,Peak,Weekday,2,40,6,2.14,2.354,13.344,6494.4
Newcastle,Electric Car,94.1,0.9,45-54,Sunny,No Peak,Weekend,2,50,5,1.26,1.134,8.529,4140.4
Liverpool,Electric Car,104.8,1.5,35-44,Rain,Peak,Weekend,2,40,6,2.47,3.705,9.492,4611.2
Bristol,Electric Car,103.6,1.1,35-44,Cloudy,Peak,Weekday,2,40,6,1.82,2.002,9.384,4558.4
Newcastle,Electric Car,78.8,1.9,18-24,Rain,No Peak,Weekend,2,21,8,1.64,3.116,7.152,3467.2
Liverpool,Electric Car,108.2,1.4,35-44,Rain,No Peak,Weekday,2,40,6,1.43,2.002,9.798,4760.8
Manchester,Electric Car,91.2,1.3,35-44,Rain,No Peak,Weekend,2,40,6,1.64,2.132,8.268,4012.8
London,Electric Car,79.5,1.5,35-44,Sunny,Peak,Weekday,2,40,6,1.65,2.475,7.215,3498
Birmingham,Electric Car,86.2,1.3,18-24,Sunny,Peak,Weekday,2,21,8,1.65,2.145,7.818,3792.8
Bristol,Electric Car,150.2,1.4,45-54,Rain,No Peak,Weekday,2,50,5,1.43,2.002,13.578,6608.8
Birmingham,Electric Car,154.3,1.5,35-44,Cloudy,Peak,Weekend,2,40,6,2.09,3.135,13.947,6789.2
Birmingham,Electric Car,49.7,1.5,18-24,Cloudy,Peak,Weekend,2,21,8,2.09,3.135,4.533,2186.8
Newcastle,Electric Car,103.5,1.5,18-24,Cloudy,No Peak,Weekday,2,21,8,1.21,1.815,9.375,4554
London,Electric Car,51.8,1.7,45-54,Rain,Peak,Weekday,2,50,5,2.14,3.638,4.722,2279.2
Liverpool,Electric Car,116.7,1.2,25-34,Sunny,Peak,Weekend,2,30,7,1.9,2.28,10.563,5134.8
Newcastle,Electric Car,31.1,1.4,25-34,Cloudy,Peak,Weekend,2,30,7,2.09,2.926,2.859,1368.4
London,Electric Car,96.9,1.8,25-34,Rain,Peak,Weekend,2,30,7,2.47,4.446,8.781,4263.6
Bristol,Electric Car,36,1.6,35-44,Rain,Peak,Weekend,2,40,6,2.47,3.952,3.3,1584
Newcastle,Electric Car,98.6,1.2,35-44,Cloudy,Peak,Weekend,2,40,6,2.09,2.508,8.934,4338.4
Birmingham,Electric Car,52,1.4,25-34,Sunny,No Peak,Weekday,2,30,7,1.1,1.54,4.74,2288
Birmingham,Electric Car,107.5,0.9,25-34,Rain,No Peak,Weekday,2,30,7,1.43,1.287,9.735,4730
Liverpool,Electric Car,95.7,1.8,35-44,Rain,Peak,Weekday,2,40,6,2.14,3.852,8.673,4210.8
Liverpool,Electric Car,116.6,1.6,45-54,Sunny,No Peak,Weekend,2,50,5,1.26,2.016,10.554,5130.4
Liverpool,Electric Car,57.8,1.7,25-34,Rain,Peak,Weekend,2,30,7,2.47,4.199,5.262,2543.2
Newcastle,Electric Car,132.2,1.4,35-44,Rain,Peak,Weekday,2,40,6,2.14,2.996,11.958,5816.8
Newcastle,Electric Car,57.8,1.5,55-64,Cloudy,Peak,Weekday,2,60,4,1.82,2.73,5.262,2543.2
